Timestamp,Milliseconds,Latitude,Longitude,Altitude
2018-10-26 19:14:45,2,55.7789999,48.837591,0.0
2018-10-26 19:14:45,101,55.7789999,48.837591,0.0
2018-10-26 19:14:46,201,55.7789999,48.837591,0.0
2018-10-26 19:14:46,301,55.7789999,48.837591,0.0
2018-10-26 19:14:46,402,55.7789999,48.837591,0.0
2018-10-26 19:14:46,501,55.7789999,48.837591,0.0
2018-10-26 19:14:46,601,55.7789999,48.837591,0.0
2018-10-26 19:14:46,702,55.7789999,48.837591,0.0
2018-10-26 19:14:46,801,55.7789999,48.837591,0.0
2018-10-26 19:14:46,901,55.7789999,48.837591,0.0
2018-10-26 19:14:46,1002,55.7789999,48.837591,0.0
2018-10-26 19:14:46,1101,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1201,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1301,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1401,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1502,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1601,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1701,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1801,55.7789999,48.837591,0.0
2018-10-26 19:14:47,1902,55.7789999,48.837591,0.0
2018-10-26 19:14:47,2001,55.7789999,48.837591,0.0
2018-10-26 19:14:47,2101,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2201,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2301,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2401,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2501,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2601,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2701,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2802,55.7789999,48.837591,0.0
2018-10-26 19:14:48,2901,55.7686295,48.8266,0.0
2018-10-26 19:14:48,3001,55.7686295,48.8266,0.0
2018-10-26 19:14:48,3101,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3201,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3302,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3401,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3501,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3601,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3701,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3803,55.7686295,48.8266,0.0
2018-10-26 19:14:49,3901,55.7686295,48.8266,0.0
2018-10-26 19:14:49,4002,55.7686295,48.8266,0.0
2018-10-26 19:14:49,4101,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4203,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4305,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4402,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4501,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4601,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4701,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4801,55.7686295,48.8266,0.0
2018-10-26 19:14:50,4901,55.7686295,48.8266,0.0
2018-10-26 19:14:50,5001,55.7686295,48.8266,0.0
2018-10-26 19:14:50,5101,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5201,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5301,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5402,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5501,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5602,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5701,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5801,55.7686295,48.8266,0.0
2018-10-26 19:14:51,5901,55.7686295,48.8266,0.0
2018-10-26 19:14:51,6001,55.7686295,48.8266,0.0
2018-10-26 19:14:51,6102,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6201,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6301,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6401,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6501,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6601,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6702,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6801,55.7686295,48.8266,0.0
2018-10-26 19:14:52,6901,55.7686295,48.8266,0.0
2018-10-26 19:14:52,7002,55.7686295,48.8266,0.0
2018-10-26 19:14:52,7101,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7201,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7302,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7401,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7501,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7601,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7701,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7801,55.7686295,48.8266,0.0
2018-10-26 19:14:53,7902,55.7686295,48.8266,0.0
2018-10-26 19:14:53,8001,55.7837978,48.8390251,0.0
2018-10-26 19:14:53,8101,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8201,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8301,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8401,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8501,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8601,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8701,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8801,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,8902,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,9001,55.7837978,48.8390251,0.0
2018-10-26 19:14:54,9101,55.7837978,48.8390251,0.0
2018-10-26 19:14:55,9201,55.7837978,48.8390251,0.0
2018-10-26 19:14:55,9301,55.7837978,48.8390251,0.0
2018-10-26 19:14:55,9401,55.7837978,48.8390251,0.0
2018-10-26 19:14:55,9501,55.7837978,48.8390251,0.0
2018-10-26 19:14:55,9602,55.7837978,48.8390251,0.0
